Year,Term,YearTerm,Subject,Number,Course Title,Primary Instructor,Aplus,A,Aminus,Bplus,B,Bminus,Cplus,C,Cminus,Dplus,D,Dminus,F,W,Average GPA
2016,Fall,2016-fa,ARCH,231,Anatomy of Buildings,"Taylor, Mark",0,30,25,17,27,8,2,1,0,0,0,0,1,2,3.65
2016,Fall,2016-fa,ARCH,271,Graphics for Architects,"Emmons, David J",0,6,19,19,18,15,13,5,1,2,2,5,4,2,3.09
2016,Fall,2016-fa,ARCH,341,Environment Tech HVAC,"Strand, Richard K",0,6,9,8,9,9,9,4,1,0,3,0,1,1,3.16
2016,Fall,2016-fa,ARCH,342,Environment Tech Ltg & Acoust,"Boubekri, Mohamed",5,8,7,4,11,5,6,8,1,1,0,0,1,0,3.18
2016,Fall,2016-fa,ARCH,351,Statics & Dynamics,"Mitalski, Marc A",19,17,19,11,15,15,3,4,2,1,0,1,2,0,3.39
2016,Fall,2016-fa,ARCH,403,Spec Topics in Arch History,"Grossman, Heather E",0,4,10,9,6,0,0,1,0,0,0,0,1,0,3.61
2016,Fall,2016-fa,ARCH,409,Special Topics in Spanish Arch,"Lapunzina, Alejandro",0,11,10,9,0,0,0,0,0,0,0,0,0,0,3.90
2016,Fall,2016-fa,ARCH,412,Medieval Architecture,"Grossman, Heather E",0,5,11,4,12,3,5,1,0,0,1,0,0,1,3.44
2016,Fall,2016-fa,ARCH,417,Twentieth-Century Architecture,"Burns, Jennifer",19,35,17,9,5,3,1,0,0,0,0,0,0,1,3.85
2016,Fall,2016-fa,ARCH,451,Theory & Design Steel & Timber,"Aminmansour, Abbas",6,18,18,11,10,4,3,6,1,2,1,1,2,0,3.39
2016,Fall,2016-fa,ARCH,451,Theory & Design Steel & Timber,"Lapunzina, Alejandro",0,10,6,5,5,2,2,0,0,0,0,0,0,0,3.68
2016,Fall,2016-fa,ARCH,468,Overseas Architectural Studies,"Lapunzina, Alejandro",2,14,10,4,0,0,0,0,0,0,0,0,0,0,3.95
2016,Fall,2016-fa,ARCH,476,Arch Design & Exploration,"Lapunzina, Alejandro",0,5,5,10,2,8,0,0,0,0,0,0,0,0,3.58
2016,Fall,2016-fa,ARCH,502,Structural Planning,"Krishnan, Sudarshan",3,24,16,9,11,8,2,1,0,0,0,0,0,0,3.68
2016,Fall,2016-fa,ARCH,577,Theory of Architecture,"Stallmeyer, John C",3,3,14,15,10,16,7,5,1,1,0,1,1,1,3.24
2016,Fall,2016-fa,ART,100,Understanding Visual Culture,"Burns, Jennifer",7,36,30,7,7,1,1,2,0,0,1,0,0,0,3.82
2016,Fall,2016-fa,ART,105,Visual Design for Non-Majors,"Bai, Qiuailin",6,23,9,0,1,0,0,1,0,0,0,0,1,0,3.84
2016,Fall,2016-fa,ART,105,Visual Design for Non-Majors,"Carpenter, Joseph A",3,27,4,2,2,0,0,0,0,0,1,0,0,0,3.87
2016,Fall,2016-fa,ART,310,Design Thinking,"Goggin, Nan E",16,11,4,4,1,1,0,0,0,0,0,0,1,0,3.71
2016,Fall,2016-fa,ARTD,218,Intro to Web Technologies,"Thomas, Nekita S",0,25,9,3,3,3,0,0,0,1,0,0,0,0,3.81
2016,Fall,2016-fa,ARTD,222,Typographic Practice,"Kwon, Linda E",0,11,1,6,5,0,0,0,0,0,0,0,0,0,3.77
2016,Fall,2016-fa,ARTD,270,Design Methods,"Thomas, Nekita S",1,14,4,2,1,0,0,0,0,0,0,0,0,0,3.94
2016,Fall,2016-fa,ARTD,328,Human-Centered Product Design,"McDonagh, Deana C",7,20,14,13,4,1,0,0,0,0,0,0,0,0,3.85
2016,Fall,2016-fa,ARTD,351,Graphic Design Inquiry,"Kwon, Linda E",0,12,4,3,2,1,0,1,0,0,0,0,0,0,3.78
2016,Fall,2016-fa,ARTD,351,Graphic Design Inquiry,"Thomas, Nekita S",0,12,4,5,0,0,0,0,0,0,0,0,0,0,3.92
2016,Fall,2016-fa,ARTD,371,Graphic Design Practicum,"Benson, Eric",1,12,5,3,2,0,0,0,0,0,0,0,0,0,3.89
2016,Fall,2016-fa,ARTD,418,Digital Interaction Sandbox,"Kwon, Linda E",0,7,8,3,0,0,0,0,0,1,1,1,1,0,3.44
2016,Fall,2016-fa,ARTD,426,Product Innovation,"Weightman, David I",1,13,1,5,2,5,0,0,0,0,0,0,0,0,3.69
2016,Fall,2016-fa,ARTF,101,Contemporary Issues in Art,"Kienke, Christopher",2,37,43,25,20,11,3,9,4,0,1,10,3,0,3.38
2016,Fall,2016-fa,ARTH,112,Renaissance to Modern Art,"Belanger, Noelle C",1,3,3,2,1,3,3,3,0,1,2,1,0,0,2.91
2016,Fall,2016-fa,ARTH,112,Renaissance to Modern Art,"Henry, Mollie A",3,14,14,2,4,4,0,0,1,0,0,1,2,0,3.55
2016,Fall,2016-fa,ARTH,112,Renaissance to Modern Art,"Landau, Jessica",0,2,7,7,7,8,3,4,5,1,1,0,0,0,3.10
2016,Fall,2016-fa,ARTH,112,Renaissance to Modern Art,"Richter, Sarah D",1,6,6,3,1,1,1,2,0,1,0,0,1,0,3.41
2016,Fall,2016-fa,ARTH,211,Design History Survey,"Weissman, Terri",0,18,30,29,71,17,5,10,0,2,2,0,1,1,3.40
2016,Fall,2016-fa,ARTH,241,"Modern Art, 1880-1940","Romberg, Kristin",0,7,13,12,8,2,1,1,1,1,1,0,0,0,3.55
2016,Fall,2016-fa,ASTR,100,Introduction to Astronomy,"Evans, Jessica M",62,132,78,51,84,35,17,18,17,6,3,4,12,3,3.41
2016,Fall,2016-fa,ASTR,121,The Solar System,"Evans, Jessica M",15,25,20,12,24,7,7,3,1,2,2,1,7,0,3.28
2016,Fall,2016-fa,ASTR,122,Stars and Galaxies,"Shen, Yue",12,14,22,22,24,8,4,8,4,2,2,5,0,0,3.28
2016,Fall,2016-fa,ASTR,150,Killer Skies: Astro-Disasters,"Dunne, Bryan C",18,53,26,14,14,10,3,3,1,0,1,1,3,1,3.61
2016,Fall,2016-fa,ASTR,210,Introduction to Astrophysics,"Mouschovias, Telemachos C",0,5,3,2,9,2,1,8,1,2,3,3,6,0,2.51
2016,Fall,2016-fa,ASTR,330,Extraterrestrial Life,"Looney, Leslie W",7,150,18,6,13,2,2,6,0,1,0,1,5,1,3.77
2016,Fall,2016-fa,ASTR,404,Stellar Astrophysics,"Ricker, Paul M",0,7,11,7,7,1,0,2,1,3,0,0,0,0,3.48
2016,Fall,2016-fa,ASTR,406,Galaxies and the Universe,"Dalal, Neal K",2,9,6,1,1,0,0,3,0,0,0,0,0,0,3.70
2016,Fall,2016-fa,ATMS,100,Introduction to Meteorology,"Frame, Jeffrey",57,111,57,48,93,27,9,17,11,2,5,2,4,1,3.47
2016,Fall,2016-fa,ATMS,120,Severe and Hazardous Weather,"Snodgrass, Eric R",306,140,54,33,27,17,10,2,3,2,3,0,3,1,3.69
2016,Fall,2016-fa,ATMS,140,Climate and Global Change,"Schlesinger, Michael E",6,20,14,10,5,3,0,2,1,0,0,2,1,2,3.58
2016,Fall,2016-fa,ATMS,201,General Physical Meteorology,"Snodgrass, Eric R",7,22,7,3,2,0,2,2,0,0,0,0,0,0,3.78
2016,Fall,2016-fa,ATMS,301,Atmospheric Thermodynamics,"Lasher-Trapp, Sonia",0,4,3,4,3,3,5,2,0,0,0,0,1,0,3.21
2016,Fall,2016-fa,ATMS,302,Atmospheric Dynamics I,"Wang, Zhuo",0,5,0,4,5,3,5,3,1,0,0,0,0,0,3.18
2016,Fall,2016-fa,BADM,199,Bus as a Force in Am Society,"White, B J",3,15,3,1,0,0,0,0,0,0,0,0,0,0,3.98
2016,Fall,2016-fa,BADM,261,Technology & Mgmt Seminar,"Quarton, John E",0,60,0,0,1,0,0,1,0,0,0,0,0,0,3.96
2016,Fall,2016-fa,BADM,300,The Legal Environment of Bus,"Wright, Margaret",255,66,45,23,17,7,2,8,3,2,1,2,2,0,3.62
2016,Fall,2016-fa,BADM,310,Mgmt and Organizational Beh,"Love, E G",88,126,95,80,65,47,37,25,8,2,7,0,3,1,3.48
2016,Fall,2016-fa,BADM,310,Mgmt and Organizational Beh,"Shabbir, Muhammad S",0,26,3,0,0,0,0,1,0,0,0,0,0,0,3.94
2016,Fall,2016-fa,BADM,311,Individual Behavior in Orgs,"Goncalo, Jack",0,37,3,4,0,0,0,0,0,0,0,0,0,0,3.97
2016,Fall,2016-fa,BADM,312,Org Design and Environment,"Khessina, Olga",1,31,15,9,5,3,0,0,0,0,0,0,0,0,3.85
2016,Fall,2016-fa,BADM,314,Leading Negotiations,"Jang, Daisung",0,17,12,5,11,8,0,0,1,0,0,0,0,0,3.65
2016,Fall,2016-fa,BADM,320,Principles of Marketing,"Shabbir, Muhammad S",0,20,0,0,1,1,0,0,1,0,0,0,0,0,3.84
2016,Fall,2016-fa,BADM,320,Principles of Marketing,"Wolters, Mark E",322,180,55,27,14,4,0,1,1,0,0,0,0,0,3.91
2016,Fall,2016-fa,BADM,321,Principles of Retailing,"Shabbir, Muhammad S",0,27,7,5,4,0,0,0,0,0,0,0,0,0,3.90
2016,Fall,2016-fa,BADM,322,Marketing Research,"Ng, Andy Ho Man",14,31,36,18,6,1,0,0,0,0,0,0,1,0,3.85
2016,Fall,2016-fa,BADM,325,Consumer Behavior,"Koo, Minkyung",18,50,24,4,1,0,0,0,0,0,0,0,0,0,3.97
2016,Fall,2016-fa,BADM,327,Marketing to Business and Govt,"Nezami, Mehdi",29,0,0,18,0,0,0,0,0,0,0,0,0,0,3.67
2016,Fall,2016-fa,BADM,329,New Product Development,"Mehta, Ravi P",0,22,29,11,1,0,0,0,0,0,0,0,1,0,3.88
2016,Fall,2016-fa,BADM,335,Supply Chain Management Basics,"Scott, Nehemiah",0,10,22,15,6,2,1,0,0,0,0,0,0,0,3.78
2016,Fall,2016-fa,BADM,336,Modeling the Supply Chain,"Palekar, Udatta S",1,21,11,16,4,4,1,0,0,0,0,0,0,0,3.77
2016,Fall,2016-fa,BADM,340,Ethical Dilemmas of Business,"Fricke, Michael R",18,18,1,0,0,1,0,0,0,0,0,0,0,0,3.95
2016,Fall,2016-fa,BADM,350,IT for Networked Organizations,"Fernandez Corra, Carla B",3,27,7,3,0,0,0,0,0,0,0,0,0,0,3.97
2016,Fall,2016-fa,BADM,350,IT for Networked Organizations,"Nelson, Matthew L",1,52,4,1,5,0,0,0,0,0,0,0,0,0,3.94
2016,Fall,2016-fa,BADM,350,IT for Networked Organizations,"Sachdev, Vishal",0,12,29,23,19,3,3,4,0,1,0,0,1,0,3.58
2016,Fall,2016-fa,BADM,351,Social Media Strategy,"Larson, Eric",0,40,19,2,3,1,0,0,0,0,0,0,0,0,3.94
2016,Fall,2016-fa,BADM,352,Database Design and Management,"Yang, Yi",0,36,12,3,3,0,1,0,0,0,0,0,0,0,3.92
2016,Fall,2016-fa,BADM,353,Info Sys Analysis and Design,"Haran, Vidya",1,18,21,16,7,0,0,0,0,0,0,0,0,0,3.84
2016,Fall,2016-fa,BADM,367,Mgmt of Innov and Technology,"Michael, Steven C",1,19,17,12,6,0,0,0,0,0,0,0,0,0,3.85
2016,Fall,2016-fa,BADM,374,Management Decision Models,"Ye, Han",8,22,23,24,11,14,3,2,1,0,0,0,0,0,3.61
2016,Fall,2016-fa,BADM,375,Business Process Management,"Elsaleiby, Aber",0,5,16,11,1,9,0,8,4,0,0,0,0,0,3.36
2016,Fall,2016-fa,BADM,375,Business Process Management,"Scott, Nehemiah",0,19,15,18,12,13,9,4,0,7,0,1,2,0,3.28
2016,Fall,2016-fa,BADM,377,Project Management,"Taghaboni-Dutta, Fataneh",1,5,7,9,17,7,4,0,0,0,0,0,1,0,3.40
2016,Fall,2016-fa,BADM,378,Logistics Management,"Scott, Nehemiah",0,7,10,12,3,1,0,1,1,0,0,0,1,0,3.61
2016,Fall,2016-fa,BADM,380,International Business,"Girndt-Clougher, Tina",19,24,6,1,2,0,0,0,0,0,0,0,0,0,3.95
2016,Fall,2016-fa,BADM,380,International Business,"Martinez, Candace A",5,63,16,2,1,0,1,0,0,0,0,0,0,0,3.97
2016,Fall,2016-fa,BADM,381,Multinational Management,"Yao, Kun",3,14,11,7,1,0,0,0,0,0,0,0,0,0,3.91
2016,Fall,2016-fa,BADM,382,International Marketing,"Torelli, Carlos J",1,14,7,3,0,0,0,0,0,0,0,0,0,0,3.96
2016,Fall,2016-fa,BADM,395,Data Science & Analytics,"Kim, Sung W",0,26,7,0,1,0,0,0,0,0,0,0,0,0,3.98
2016,Fall,2016-fa,BADM,420,Advanced Marketing Management,"Wolters, Mark E",0,64,0,0,1,0,0,0,0,0,0,0,0,0,3.99
2016,Fall,2016-fa,BADM,445,Small Business Consulting,"Kurtz, Jeffrey M",10,11,0,1,7,0,0,0,0,0,0,0,0,0,3.74
2016,Fall,2016-fa,BADM,446,Entrepreneurship Sm Bus Form,"Kelley, Samuel R",0,32,0,0,2,0,0,0,0,0,0,0,0,0,3.96
2016,Fall,2016-fa,BADM,449,Business Policy and Strategy,"Chattopadhyay, Shinjinee",0,14,31,14,11,1,4,3,1,0,0,0,0,0,3.68
2016,Fall,2016-fa,BADM,449,Business Policy and Strategy,"Kelley, Samuel R",0,5,25,25,17,4,1,0,0,0,0,0,0,0,3.68
2016,Fall,2016-fa,BADM,449,Business Policy and Strategy,"Kim, June-Young",2,50,26,17,19,4,2,2,0,0,0,0,0,0,3.76
2016,Fall,2016-fa,BADM,449,Business Policy and Strategy,"Mahoney, Joseph T",1,19,8,7,1,0,0,0,0,0,0,0,0,0,3.91
2016,Fall,2016-fa,BADM,449,Business Policy and Strategy,"Schijven, Mario P",1,44,26,9,3,0,1,0,0,0,0,0,0,0,3.92
2016,Fall,2016-fa,BADM,453,Decision Support Systems,"Han, Wencui",0,25,7,0,0,1,0,0,0,0,0,0,0,0,3.97
2016,Fall,2016-fa,BADM,460,Business Process Modeling,"Elsaleiby, Aber",1,13,9,10,10,7,0,1,0,0,0,0,0,0,3.63
2016,Fall,2016-fa,BADM,508,Leadership and Teams,"Leblebici, Huseyin",5,37,45,13,9,5,0,0,0,0,0,0,0,0,3.86
2016,Fall,2016-fa,BADM,508,Leadership and Teams,"Loewenstein, Jeffrey",0,10,13,5,3,0,1,0,0,0,0,0,0,0,3.84
2016,Fall,2016-fa,BADM,509,Managing Organizations,"Bednar, Michael K",0,27,24,18,17,5,2,2,0,0,0,0,0,0,3.70
2016,Fall,2016-fa,BADM,514,Managing Innovation,"Love, E G",6,34,25,20,8,1,0,0,0,0,0,0,0,0,3.85
2016,Fall,2016-fa,BADM,520,Marketing Management,"Noel, Hayden N",4,13,15,4,0,0,0,0,0,0,0,0,0,0,3.96
2016,Fall,2016-fa,BADM,520,Marketing Management,"Qualls, William J",6,88,0,0,7,0,0,4,1,0,0,0,1,0,3.83
2016,Fall,2016-fa,BADM,525,New Product Development,"Mehta, Ravi P",0,14,13,0,0,1,0,0,0,0,0,0,0,0,3.96
2016,Fall,2016-fa,BADM,525,New Product Development,"Noel, Hayden N",0,46,42,16,2,0,0,0,0,0,0,0,0,0,3.94
2016,Fall,2016-fa,BADM,544,Strategic Management,"Michael, Steven C",4,18,6,1,2,1,0,0,0,0,0,0,0,0,3.90
2016,Fall,2016-fa,BADM,566,Supply Chain Management,"Lim, Michael K",2,8,10,13,8,7,2,2,1,0,0,0,0,0,3.52
2016,Fall,2016-fa,BADM,566,Supply Chain Management,"Mukherjee, Ujjal K",10,16,3,1,0,0,0,0,0,0,0,0,0,0,3.98
2016,Fall,2016-fa,BADM,567,Process Management,"Anand, Gopesh J",19,137,61,56,38,15,9,3,1,1,0,0,0,0,3.75
2016,Fall,2016-fa,BADM,567,Process Management,"Chhajed, Dilip",3,21,22,27,28,11,0,1,0,0,0,0,0,0,3.63
2016,Fall,2016-fa,BADM,572,Stat for Mgt Decision Making,"Kwon, Hyok-Jon D",3,21,22,9,5,1,0,0,0,0,0,0,1,0,3.82
2016,Fall,2016-fa,BADM,572,Stat for Mgt Decision Making,"Taghaboni-Dutta, Fataneh",7,19,9,3,4,1,2,0,0,0,0,0,0,0,3.81
2016,Fall,2016-fa,BADM,582,Multinational Management,"Yao, Kun",5,30,21,3,1,0,0,0,0,0,0,0,0,0,3.97
2016,Fall,2016-fa,BADM,586,Intl Comparative Management,"Martinez, Candace A",16,18,1,2,0,0,0,0,0,0,0,0,0,0,3.97
2016,Fall,2016-fa,BADM,590,Data Science & Analytics,"Kim, Sung W",0,52,9,0,1,0,0,0,0,0,0,0,0,0,3.99
2016,Fall,2016-fa,BADM,590,Digital Marketing,"Rindfleisch, Aric P",1,20,4,4,5,1,1,0,0,0,1,0,0,0,3.73
2016,Fall,2016-fa,BADM,590,Economics of Organizations,"Bercovitz, Janet E",1,10,5,2,7,1,0,0,0,0,0,0,0,0,3.75
2016,Fall,2016-fa,BADM,590,Entrepreneurship,"Michael, Steven C",0,33,11,3,0,0,0,0,0,0,1,0,1,0,3.86
2016,Fall,2016-fa,BADM,590,Frontiers in Technology Smr,"Chhajed, Dilip",6,37,17,1,0,0,0,0,0,0,0,0,0,0,3.99
2016,Fall,2016-fa,BADM,590,Global Perspectives in Busines,"Qualls, William J",35,8,0,0,0,0,0,1,0,0,0,0,0,0,3.81
2016,Fall,2016-fa,BADM,590,Global Strategy,"Bucheli, Marcelo",11,16,6,4,0,0,0,0,0,1,0,0,0,0,3.86
2016,Fall,2016-fa,BADM,590,Social Media Strategy,"Larson, Eric",0,30,5,3,0,0,0,0,0,0,0,0,0,0,3.97
2016,Fall,2016-fa,BADM,590,Sustainability,"Viswanathan, Madhubalan",2,26,8,2,0,0,0,0,0,0,0,0,0,0,3.98
2016,Fall,2016-fa,BADM,595,Business Fundamentals,"Noel, Hayden N",0,17,11,4,2,0,0,0,0,0,0,0,0,0,3.92
2016,Fall,2016-fa,BCS,115,South Slavic Cultures,"Pintar, Judith A",16,23,3,0,0,0,0,1,0,0,0,0,0,0,3.94
2016,Fall,2016-fa,BIOC,460,Biochemistry Senior Seminar,"Shapiro, David J",2,7,3,1,4,4,3,0,0,0,0,0,0,0,3.50
2016,Fall,2016-fa,BIOE,120,Introduction to Bioengineering,"Amos, Jennifer",22,11,0,5,3,2,0,0,0,0,0,0,2,0,3.46
2016,Fall,2016-fa,BIOE,199,Undergraduate Open Seminar,"Green, Kerri A",33,20,10,3,2,0,1,1,0,0,0,0,0,1,3.86
2016,Fall,2016-fa,BIOE,201,Conservation Principles Bioeng,"Imoukhuede, Princess U",9,14,8,5,3,0,0,0,0,0,0,0,0,0,3.88
2016,Fall,2016-fa,BIOE,201,Conservation Principles Bioeng,"Pan, Dipanjan",0,20,6,4,2,0,0,0,0,0,0,0,0,0,3.92
2016,Fall,2016-fa,BIOE,202,Cell & Tissue Engineering Lab,"Jensen, Karin J",2,8,7,2,7,3,2,0,0,0,0,0,0,0,3.62
2016,Fall,2016-fa,BIOE,206,Cellular Bioengineering,"Dar, Roy D",0,17,12,12,12,3,7,6,2,0,0,0,1,0,3.42
2016,Fall,2016-fa,BIOE,220,Bioenergetics,"Smith, Andrew M",4,18,5,8,3,2,0,0,1,0,0,0,0,0,3.77
2016,Fall,2016-fa,BIOE,302,Modeling Human Physiology,"Sutton, Brad",0,31,0,0,23,0,0,8,0,0,2,0,0,0,3.47
2016,Fall,2016-fa,BIOE,303,Quantitative Physiology Lab,"Marjanovic, Marina",0,37,0,2,0,0,0,0,0,0,0,0,0,0,3.98
2016,Fall,2016-fa,BIOE,414,Biomedical Instrumentation,"Pool, Marcia A",3,12,8,10,7,1,2,3,1,1,0,0,0,0,3.53
2016,Fall,2016-fa,BIOE,430,Intro Synthetic Biology,"Lu, Ting",3,16,6,1,6,0,0,0,0,0,0,0,0,0,3.85
2016,Fall,2016-fa,BIOE,476,Tissue Engineering,"Underhill, Gregory H",1,17,38,6,7,2,0,1,0,0,0,0,0,0,3.85
2016,Fall,2016-fa,BIOE,498,Preclinical Molecular Imaging,"Dobrucki, Wawrzyniec",9,12,3,1,2,0,0,0,0,0,0,0,0,0,3.91
2016,Fall,2016-fa,BIOE,504,Analytical Methods in Bioeng,"Insana, Michael",0,7,8,5,2,2,0,1,0,0,0,0,0,0,3.73
2016,Fall,2016-fa,BIOE,505,Computational Bioengineering,"Maslov, Sergei S",3,9,3,2,4,3,0,1,0,0,0,0,0,0,3.64
2016,Fall,2016-fa,BTW,250,Principles Bus Comm,"Claborn, John P",0,62,6,4,0,0,0,0,0,0,0,0,0,0,3.98
2016,Fall,2016-fa,BTW,250,Principles Bus Comm,"Gallagher, John",0,9,8,1,4,0,0,0,0,0,0,0,0,0,3.86
2016,Fall,2016-fa,BTW,250,Principles Bus Comm,"Gilmore, Shawn P",0,5,6,6,3,0,0,0,0,0,1,0,0,0,3.68
2016,Fall,2016-fa,BTW,250,Principles Bus Comm,"Grohens, Joseph",0,15,1,0,9,0,0,0,0,0,0,0,0,0,3.76
2016,Fall,2016-fa,BTW,250,Principles Bus Comm,"Hechler, William D",0,12,1,0,6,2,0,1,1,0,0,0,0,0,3.58
2016,Fall,2016-fa,BTW,250,Principles Bus Comm,"Im, Jane",0,7,9,2,3,1,1,0,0,0,0,0,0,0,3.78
2016,Fall,2016-fa,BTW,250,Principles Bus Comm,"Kelly, Daniel",0,6,12,3,0,1,0,0,0,0,0,0,0,0,3.91
2016,Fall,2016-fa,BTW,250,Principles Bus Comm,"Khatiblou, Roya",0,2,9,8,3,0,0,0,0,0,0,0,0,0,3.79
2016,Fall,2016-fa,BTW,250,Principles Bus Comm,"Liepert, Susan",0,26,20,13,5,5,0,0,0,0,0,0,0,0,3.82
2016,Fall,2016-fa,BTW,250,Principles Bus Comm,"McGuire, Lee",0,17,13,7,7,3,0,0,0,0,0,0,0,0,3.79
2016,Fall,2016-fa,BTW,250,Principles Bus Comm,"Micks, Taylor H",0,11,6,3,1,1,0,0,0,0,0,0,0,0,3.88
2016,Fall,2016-fa,BTW,250,Principles Bus Comm,"Minicucci, Matthew P",0,11,6,4,2,0,0,0,0,0,0,0,0,0,3.88
2016,Fall,2016-fa,BTW,250,Principles Bus Comm,"Moss, Andrew P",0,3,11,5,1,0,1,0,0,0,0,0,0,0,3.83
2016,Fall,2016-fa,BTW,250,Principles Bus Comm,"Sunia, Patricia G",0,5,12,3,0,1,3,0,0,0,0,0,0,0,3.75
2016,Fall,2016-fa,BTW,250,Principles Bus Comm,"Tienou, Debora",0,10,7,8,10,5,4,1,0,0,0,0,1,0,3.46
2016,Fall,2016-fa,BTW,250,Principles Bus Comm,"Wilson, Gregory D",0,10,26,10,9,3,2,3,1,1,0,0,2,0,3.54
2016,Fall,2016-fa,BTW,261,Principles Tech Comm,"Grohens, Joseph",0,15,1,1,5,0,0,1,0,0,0,0,1,0,3.64
2016,Fall,2016-fa,BTW,261,Principles Tech Comm,"Hechler, William D",2,16,4,0,17,1,0,3,0,0,1,0,2,0,3.39
2016,Fall,2016-fa,BTW,261,Principles Tech Comm,"Kelly, Daniel",0,7,5,8,1,0,1,0,0,0,0,0,0,0,3.79
2016,Fall,2016-fa,BUS,101,Business Prof Responsibility,"DeBrock, Lawrence M",10,559,103,39,24,10,5,2,1,0,0,0,2,0,3.92
2016,Fall,2016-fa,BUS,199,Coaching for Success,"Turner, Nicole M",30,7,2,1,0,0,0,0,0,0,0,0,0,0,3.97
2016,Fall,2016-fa,CEE,195,About Civil Engineering,"LaFave, James M",4,54,84,61,24,2,0,0,0,0,0,0,0,0,3.83
2016,Fall,2016-fa,CEE,201,Systems Engrg & Economics,"Lange, David A",0,25,15,18,19,20,10,9,13,0,6,0,2,0,3.16
2016,Fall,2016-fa,CEE,202,Engineering Risk & Uncertainty,"Lombardo, Franklin T",1,17,17,11,22,9,10,7,0,3,0,1,4,0,3.25
2016,Fall,2016-fa,CEE,300,Behavior of Materials,"Popovics, John S",0,5,5,13,24,14,14,12,2,0,2,0,0,0,3.09
2016,Fall,2016-fa,CEE,310,Transportation Engineering,"Tutumluer, Erol",2,11,18,14,11,3,4,2,1,0,0,1,1,0,3.52
2016,Fall,2016-fa,CEE,320,Construction Engineering,"Golparvar Fard, Mani",23,27,27,15,11,7,1,3,0,0,0,0,0,0,3.72
2016,Fall,2016-fa,CEE,330,Environmental Engineering,"Nguyen, Thanh H",0,21,36,39,20,11,7,9,0,0,2,0,1,0,3.52
2016,Fall,2016-fa,CEE,340,Energy and Global Environment,"Bond, Tami C",1,9,11,19,7,8,2,2,0,0,0,0,0,1,3.57
2016,Fall,2016-fa,CEE,350,Water Resources Engineering,"Schmidt, Arthur R",1,17,1,1,12,0,0,2,0,0,0,0,0,0,3.65
2016,Fall,2016-fa,CEE,360,Structural Engineering,"Akono, Ange-Therese",7,23,25,17,17,10,7,0,0,2,1,0,1,1,3.54
2016,Fall,2016-fa,CEE,380,Geotechnical Engineering,"Hashash, Youssef M",3,9,5,10,6,7,8,2,2,3,2,0,1,0,3.13
2016,Fall,2016-fa,CEE,398,Project Based Learning in CEE,"Roesler, Jeffery R",0,16,9,5,3,0,0,0,0,0,0,0,0,0,3.89
2016,Fall,2016-fa,CEE,406,Pavement Design I,"Hernandez-Urrea, Jaime A",4,14,1,5,7,2,2,2,2,0,0,0,3,0,3.25
2016,Fall,2016-fa,CEE,408,Railroad Transportation Engrg,"Barkan, Christopher P",2,4,1,5,7,2,2,2,0,0,0,0,0,0,3.38
2016,Fall,2016-fa,CEE,409,Railroad Track Engineering,"Ruppert, Conrad J",6,7,4,0,2,1,1,0,0,0,0,0,0,0,3.76
2016,Fall,2016-fa,CEE,416,Traffic Capacity Analysis,"Benekohal, Rahim F",0,5,8,4,6,6,4,5,0,0,0,0,0,0,3.34
2016,Fall,2016-fa,CEE,421,Construction Planning,"El-Rayes, Khaled A",14,25,38,19,25,12,9,5,0,0,0,0,0,0,3.58
2016,Fall,2016-fa,CEE,422,Construction Cost Analysis,"El-Gohary, Nora",8,26,26,31,27,7,2,0,1,0,1,0,0,0,3.65
2016,Fall,2016-fa,CEE,434,Environmental Systems I,"Cai, Ximing",2,14,5,4,2,2,3,1,3,0,0,0,1,0,3.44
2016,Fall,2016-fa,CEE,437,Water Quality Engineering,"Men, Yujie",1,13,3,10,4,2,4,6,1,1,0,0,0,0,3.37
2016,Fall,2016-fa,CEE,442,"Env Eng Principles, Physical","Espinosa Marzal, Rosa M",5,21,7,2,5,0,1,5,0,0,1,0,0,0,3.61
2016,Fall,2016-fa,CEE,443,"Env Eng Principles, Chemical","Cusick, Roland",0,12,12,4,7,4,1,2,0,0,0,0,0,0,3.65
2016,Fall,2016-fa,CEE,450,Surface Hydrology,"Kumar, Praveen",5,7,2,2,5,2,0,0,0,0,0,0,0,0,3.67
2016,Fall,2016-fa,CEE,457,Groundwater,"Valocchi, Albert J",0,11,6,8,7,5,6,6,1,0,0,0,0,0,3.35
2016,Fall,2016-fa,CEE,460,Steel Structures I,"Elbanna, Ahmed",0,70,12,7,0,0,0,3,0,0,0,0,0,0,3.92
2016,Fall,2016-fa,CEE,463,Reinforced Concrete II,"Andrawes, Bassem O",1,20,14,11,8,5,0,1,0,0,0,0,0,0,3.73
2016,Fall,2016-fa,CEE,465,Design of Structural Systems,"LaFave, James M",1,9,2,4,8,2,0,0,0,0,0,0,0,0,3.65
2016,Fall,2016-fa,CEE,467,Masonry Structures,"Abrams, Daniel P",0,2,5,4,3,1,6,1,0,1,0,0,0,0,3.29
2016,Fall,2016-fa,CEE,470,Structural Analysis,"Duarte, Carlos A",3,3,3,10,8,9,7,6,1,0,0,0,1,0,3.12
2016,Fall,2016-fa,CEE,471,Structural Mechanics,"Lopez-Pamies, Oscar",0,5,9,9,23,11,3,1,0,0,0,0,1,0,3.38
2016,Fall,2016-fa,CEE,472,Structural Dynamics I,"Spencer, B F",17,14,7,20,7,2,0,1,1,0,0,0,0,0,3.67
